"per_target_trial","benchmark","fuzzer","edges_covered","coverage_increase","fuzzer_rank","initial_coverage","mean_exec_ns","mean_size_bytes","corpus_size","total_shared","total_eq","total_ineq","bin_text_size"
19,"zlib_zlib_uncompress_fuzzer","aflplusplus",470,87,3,21,1,19,14,4,3,2,2
20,"harfbuzz-1.3.2","aflplusplus",7666,2351,1,15,10,19,9,5,8,10,7
20,"libjpeg-turbo-07-2017","aflplusplus",2081,725,1,13,15,8,12.5,2,1,3,9
20,"libpcap_fuzz_both","aflplusplus",3090,1357,2,9,21,6,13,10,9,6,3
20,"libpng-1.2.56","aflplusplus",912,400,2,14,17,5,13.5,6,5,4,1
20,"libxslt_xpath","aflplusplus",10763,3155,1,7,23,6,8,1,2,1,11
20,"mbedtls_fuzz_dtlsclient","aflplusplus",2280,703,1,4,21,16,5.5,11,11,9,6
20,"vorbis-2017-12-11","aflplusplus",1329,284,1,9,15,5,10,8,6,8,4
20,"woff2-2016-05-06","aflplusplus",1223,275,2.5,16,18,22,13,9,10,11,5
20,"zlib_zlib_uncompress_fuzzer","aflplusplus",471,190,2.5,5,3,11,6,4,3,2,2
21,"harfbuzz-1.3.2","aflplusplus",7803,2950,1,9,16,6,8,5,8,10,7
21,"libjpeg-turbo-07-2017","aflplusplus",2055,415,1,22,21,22,16,2,1,3,9
21,"libpcap_fuzz_both","aflplusplus",2988,1420,1,6,14,24,4,10,9,6,3
21,"libpng-1.2.56","aflplusplus",907,333,2,17,1,14,16,6,5,4,1
21,"libxslt_xpath","aflplusplus",10401,3356,1,5,3,4,4.5,1,2,1,11
21,"mbedtls_fuzz_dtlsclient","aflplusplus",3841,402,1,22,9,17,18,11,11,9,6
21,"vorbis-2017-12-11","aflplusplus",1366,282,1,10,3,23,9,8,6,8,4
21,"woff2-2016-05-06","aflplusplus",1203,332,2,9,21,23,5.5,9,10,11,5
21,"zlib_zlib_uncompress_fuzzer","aflplusplus",463,174,2.5,6,23,22,3,4,3,2,2
22,"harfbuzz-1.3.2","aflplusplus",7665,2733,1,10,8,15,13,5,8,10,7
22,"libjpeg-turbo-07-2017","aflplusplus",1930,674,1,11,14,14,8.5,2,1,3,9
22,"libpcap_fuzz_both","aflplusplus",2287,1071,1,1,5,2,1,10,9,6,3
22,"libpng-1.2.56","aflplusplus",928,424,1,13,15,12,13.5,6,5,4,1
22,"libxslt_xpath","aflplusplus",10893,3269,1,8,5,3,7,1,2,1,11
22,"mbedtls_fuzz_dtlsclient","aflplusplus",3715,533,2,17,13,13,15,11,11,9,6
22,"vorbis-2017-12-11","aflplusplus",1381,124,1,20,21,13,20,8,6,8,4
22,"woff2-2016-05-06","aflplusplus",388,228,3,2,3,2,1.5,9,10,11,5
22,"zlib_zlib_uncompress_fuzzer","aflplusplus",471,96,2,20,7,10,20,4,3,2,2
23,"harfbuzz-1.3.2","aflplusplus",7621,3449,1,5,19,24,4,5,8,10,7
23,"libjpeg-turbo-07-2017","aflplusplus",931,643,3,3,5,3,1,2,1,3,9
23,"libpcap_fuzz_both","aflplusplus",3163,1794,1,2,18,3,9,10,9,6,3
23,"libpng-1.2.56","aflplusplus",904,513,2,4,13,11,6.5,6,5,4,1
23,"libxslt_xpath","aflplusplus",11635,951,1,23,18,20,24,1,2,1,11
23,"mbedtls_fuzz_dtlsclient","aflplusplus",2258,689,1,3,14,24,2,11,11,9,6
23,"vorbis-2017-12-11","aflplusplus",1093,500,2,1,2,10,2,8,6,8,4
23,"woff2-2016-05-06","aflplusplus",1214,243,2,17,8,17,18,9,10,11,5
23,"zlib_zlib_uncompress_fuzzer","aflplusplus",462,160,3,8,8,6,9,4,3,2,2
0,"harfbuzz-1.3.2","entropic",7240,2999,2,6,14,21,7,5,8,10,7
0,"libjpeg-turbo-07-2017","entropic",2068,681,2,15,17,6,14.5,2,1,3,9
0,"libpcap_fuzz_both","entropic",2774,1270,2,5,24,1,8,10,9,6,3
0,"libpng-1.2.56","entropic",944,192,1,22,10,18,19,6,5,4,1
0,"libxslt_xpath","entropic",10213,2360,2,9,22,14,9,1,2,1,11
0,"mbedtls_fuzz_dtlsclient","entropic",3052,835,1,7,12,5,9,11,11,9,6
0,"vorbis-2017-12-11","entropic",1245,326,2,4,16,3,5.5,8,6,8,4
0,"woff2-2016-05-06","entropic",1232,168,2,22,12,3,22,9,10,11,5
0,"zlib_zlib_uncompress_fuzzer","entropic",471,69,1.5,23,21,16,22,4,3,2,2
1,"harfbuzz-1.3.2","entropic",7448,2202,2,13,9,5,15,5,8,10,7
1,"libjpeg-turbo-07-2017","entropic",1832,630,2,10,4,2,17.5,2,1,3,9
1,"libpcap_fuzz_both","entropic",3493,1136,2,19,6,13,21,10,9,6,3
1,"libpng-1.2.56","entropic",889,408,3,10,23,4,9.5,6,5,4,1
1,"libxslt_xpath","entropic",10506,1889,2,12,6,15,13,1,2,1,11
1,"mbedtls_fuzz_dtlsclient","entropic",3801,290,2,24,2,11,23,11,11,9,6
1,"vorbis-2017-12-11","entropic",1367,119,2,18,20,8,19,8,6,8,4
1,"woff2-2016-05-06","entropic",1246,187,1,21,24,14,20,9,10,11,5
1,"zlib_zlib_uncompress_fuzzer","entropic",472,117,1.5,17,20,17,14,4,3,2,2
2,"harfbuzz-1.3.2","entropic",7442,1895,2,18,22,20,17,5,8,10,7
2,"libjpeg-turbo-07-2017","entropic",1855,581,2,12,8,13,10,2,1,3,9
2,"libpcap_fuzz_both","entropic",3177,1495,2,9,17,12,12,10,9,6,3
2,"libpng-1.2.56","entropic",965,753,1,1,22,8,1,6,5,4,1
2,"libxslt_xpath","entropic",10549,1828,2,13,17,9,12,1,2,1,11
2,"mbedtls_fuzz_dtlsclient","entropic",3405,546,3,10,19,12,11,11,11,9,6
2,"vorbis-2017-12-11","entropic",1347,124,4,16,12,21,16,8,6,8,4
2,"woff2-2016-05-06","entropic",1235,224,1,18,2,20,21,9,10,11,5
2,"zlib_zlib_uncompress_fuzzer","entropic",471,156,1,12,2,8,14,4,3,2,2
3,"harfbuzz-1.3.2","entropic",7306,1852,2,17,3,7,18.5,5,8,10,7
3,"libjpeg-turbo-07-2017","entropic",2073,560,1,18,2,17,20,2,1,3,9
3,"libpcap_fuzz_both","entropic",3331,1391,2,12,10,19,18,10,9,6,3
3,"libpng-1.2.56","entropic",926,547,2,3,20,1,4.5,6,5,4,1
3,"libxslt_xpath","entropic",11311,1220,2,22,13,17,22,1,2,1,11
3,"mbedtls_fuzz_dtlsclient","entropic",1637,413,1,1,6,1,1,11,11,9,6
3,"vorbis-2017-12-11","entropic",1368,70,3,23,11,18,23,8,6,8,4
3,"woff2-2016-05-06","entropic",1238,154,2,23,4,7,23,9,10,11,5
3,"zlib_zlib_uncompress_fuzzer","entropic",472,120,1,16,13,7,18.5,4,3,2,2
4,"harfbuzz-1.3.2","entropic",7597,1301,2,23,1,13,24,5,8,10,7
4,"libjpeg-turbo-07-2017","entropic",2074,277,2,24,7,19,23,2,1,3,9
4,"libpcap_fuzz_both","entropic",3451,979,1,22,7,5,20,10,9,6,3
4,"libpng-1.2.56","entropic",922,486,1,7,14,10,2.5,6,5,4,1
4,"libxslt_xpath","entropic",10295,2032,2,10,7,23,10,1,2,1,11
4,"mbedtls_fuzz_dtlsclient","entropic",3537,622,2,13,17,21,13,11,11,9,6
4,"vorbis-2017-12-11","entropic",1317,170,4,12,19,9,12.5,8,6,8,4
4,"woff2-2016-05-06","entropic",1037,530,1,3,19,15,5.5,9,10,11,5
4,"zlib_zlib_uncompress_fuzzer","entropic",463,118,1,15,17,20,11,4,3,2,2
5,"harfbuzz-1.3.2","entropic",5551,2250,3,3,4,4,3,5,8,10,7
5,"libjpeg-turbo-07-2017","entropic",1911,775,2,8,16,18,6.5,2,1,3,9
5,"libpcap_fuzz_both","entropic",3629,921,1,23,3,9,24,10,9,6,3
5,"libpng-1.2.56","entropic",889,643,3,2,4,2,2.5,6,5,4,1
5,"libxslt_xpath","entropic",10843,1488,2,17,21,22,16,1,2,1,11
5,"mbedtls_fuzz_dtlsclient","entropic",2039,546,2,2,16,22,3,11,11,9,6
5,"vorbis-2017-12-11","entropic",1385,82,2,24,7,17,24,8,6,8,4
5,"woff2-2016-05-06","entropic",1232,304,1,12,22,13,16,9,10,11,5
5,"zlib_zlib_uncompress_fuzzer","entropic",472,37,2,24,6,14,23,4,3,2,2
6,"harfbuzz-1.3.2","entropic",7488,1872,2,19,20,8,20,5,8,10,7
6,"libjpeg-turbo-07-2017","entropic",1872,940,1,6,23,4,4.5,2,1,3,9
6,"libpcap_fuzz_both","entropic",3811,287,1,24,2,14,23,10,9,6,3
6,"libpng-1.2.56","entropic",910,187,3,19,8,21,22,6,5,4,1
6,"libxslt_xpath","entropic",9339,2725,2,2,9,24,2,1,2,1,11
6,"mbedtls_fuzz_dtlsclient","entropic",3673,370,1,19,3,19,21,11,11,9,6
6,"vorbis-2017-12-11","entropic",1342,186,3,13,10,15,11,8,6,8,4
6,"woff2-2016-05-06","entropic",1231,646,1,4,16,5,3,9,10,11,5
6,"zlib_zlib_uncompress_fuzzer","entropic",463,133,3,13,11,23,3,4,3,2,2
7,"harfbuzz-1.3.2","entropic",7615,1438,2,22,2,16,22,5,8,10,7
7,"libjpeg-turbo-07-2017","entropic",2020,663,2,14,19,5,11,2,1,3,9
7,"libpcap_fuzz_both","entropic",3382,998,1,20,8,16,19,10,9,6,3
7,"libpng-1.2.56","entropic",910,476,1.5,6,21,24,4.5,6,5,4,1
7,"libxslt_xpath","entropic",10724,1641,2,15,11,19,14,1,2,1,11
7,"mbedtls_fuzz_dtlsclient","entropic",3094,834,2,8,22,23,4,11,11,9,6
7,"vorbis-2017-12-11","entropic",1369,120,2,19,18,12,18,8,6,8,4
7,"woff2-2016-05-06","entropic",1220,526,1,5,5,4,4,9,10,11,5
7,"zlib_zlib_uncompress_fuzzer","entropic",471,161,2.5,11,14,12,7,4,3,2,2
8,"harfbuzz-1.3.2","entropic",6543,4070,2,2,18,1,2,5,8,10,7
8,"libjpeg-turbo-07-2017","entropic",2070,912,1,9,20,10,8.5,2,1,3,9
8,"libpcap_fuzz_both","entropic",2769,1271,3,4,20,8,6,10,9,6,3
8,"libpng-1.2.56","entropic",946,459,1,12,18,9,9.5,6,5,4,1
8,"libxslt_xpath","entropic",9020,2282,2,3,4,2,3,1,2,1,11
8,"mbedtls_fuzz_dtlsclient","entropic",3708,276,2,21,1,10,24,11,11,9,6
8,"vorbis-2017-12-11","entropic",1388,96,1,22,5,19,22,8,6,8,4
8,"woff2-2016-05-06","entropic",1236,315,1,11,13,12,10.5,9,10,11,5
8,"zlib_zlib_uncompress_fuzzer","entropic",463,239,2,3,10,2,5,4,3,2,2
9,"harfbuzz-1.3.2","entropic",7322,2083,2,12,11,18,11,5,8,10,7
9,"libjpeg-turbo-07-2017","entropic",1857,960,1,5,3,16,4.5,2,1,3,9
9,"libpcap_fuzz_both","entropic",3182,874,1,18,19,21,10,10,9,6,3
9,"libpng-1.2.56","entropic",952,207,1,21,9,13,20.5,6,5,4,1
9,"libxslt_xpath","entropic",10650,1618,2,14,16,8,15,1,2,1,11
9,"mbedtls_fuzz_dtlsclient","entropic",2389,777,2,6,15,2,7,11,11,9,6
9,"vorbis-2017-12-11","entropic",1380,135,1,17,13,16,17,8,6,8,4
9,"woff2-2016-05-06","entropic",1197,316,1,10,20,24,7,9,10,11,5
9,"zlib_zlib_uncompress_fuzzer","entropic",463,100,2,18,19,15,18.5,4,3,2,2
10,"harfbuzz-1.3.2","entropic",7217,2731,2,7,24,23,6,5,8,10,7
10,"libjpeg-turbo-07-2017","entropic",2072,444,2,21,18,15,22,2,1,3,9
10,"libpcap_fuzz_both","entropic",3455,1043,2,21,1,10,22,10,9,6,3
10,"libpng-1.2.56","entropic",892,108,2,23,5,17,23.5,6,5,4,1
10,"libxslt_xpath","entropic",10900,1543,2,18,14,16,17,1,2,1,11
10,"mbedtls_fuzz_dtlsclient","entropic",3813,361,2,23,5,9,22,11,11,9,6
10,"vorbis-2017-12-11","entropic",1370,164,2,15,17,11,14,8,6,8,4
10,"woff2-2016-05-06","entropic",1234,300,1,13,1,9,9,9,10,11,5
10,"zlib_zlib_uncompress_fuzzer","entropic",465,132,2,14,22,21,9,4,3,2,2
11,"harfbuzz-1.3.2","entropic",7502,2223,2,14,23,9,14,5,8,10,7
11,"libjpeg-turbo-07-2017","entropic",2057,490,2,19,12,21,17.5,2,1,3,9
11,"libpcap_fuzz_both","entropic",3113,1029,2,15,15,7,14,10,9,6,3
11,"libpng-1.2.56","entropic",929,407,1,15,16,23,13.5,6,5,4,1
11,"libxslt_xpath","entropic",8295,4021,2,1,24,7,1,1,2,1,11
11,"mbedtls_fuzz_dtlsclient","entropic",3794,496,2,18,4,15,19.5,11,11,9,6
11,"vorbis-2017-12-11","entropic",1282,474,2,3,6,2,3,8,6,8,4
11,"woff2-2016-05-06","entropic",1166,298,2,8,15,6,10.5,9,10,11,5
11,"zlib_zlib_uncompress_fuzzer","entropic",471,200,1,4,4,13,3,4,3,2,2
12,"harfbuzz-1.3.2","entropic",7800,2104,2,21,17,12,21,4,7,9,7
12,"libjpeg-turbo-07-2017","entropic",968,968,1,1,24,24,24,11,11,11,11
12,"libpcap_fuzz_both","entropic",2475,1255,2,2,4,11,2,9,8,5,3
12,"libpng-1.2.56","entropic",949,465,1,11,2,15,13.5,5,4,3,1
12,"libxslt_xpath","entropic",10387,1941,2,11,1,1,11,1,1,1,10
12,"mbedtls_fuzz_dtlsclient","entropic",3534,663,1,11,24,18,8,10,10,8,6
12,"vorbis-2017-12-11","entropic",1298,320,1,6,9,24,5.5,7,5,7,4
12,"woff2-2016-05-06","entropic",1248,116,1,24,23,19,24,8,9,10,5
12,"zlib_zlib_uncompress_fuzzer","entropic",471,166,2,9,18,5,12,3,2,2,2
13,"harfbuzz-1.3.2","entropic",7490,1866,2,20,5,17,18.5,5,8,10,7
13,"libjpeg-turbo-07-2017","entropic",2046,386,2,23,13,20,21,2,1,3,9
13,"libpcap_fuzz_both","entropic",3268,1240,2,14,13,20,16,10,9,6,3
13,"libpng-1.2.56","entropic",924,467,1,8,24,6,6.5,6,5,4,1
13,"libxslt_xpath","entropic",8830,1671,2,6,19,5,4.5,1,2,1,11
13,"mbedtls_fuzz_dtlsclient","entropic",3456,483,2,14,11,8,14,11,11,9,6
13,"vorbis-2017-12-11","entropic",1339,142,4,14,8,22,15,8,6,8,4
13,"woff2-2016-05-06","entropic",1203,262,1,15,17,21,14,9,10,11,5
13,"zlib_zlib_uncompress_fuzzer","entropic",473,102,1.5,19,12,18,17,4,3,2,2
14,"harfbuzz-1.3.2","entropic",7190,4872,2,1,21,2,1,5,8,10,7
14,"libjpeg-turbo-07-2017","entropic",1824,860,2,7,10,9,6.5,2,1,3,9
14,"libpcap_fuzz_both","entropic",3248,1073,2,16,16,18,15,10,9,6,3
14,"libpng-1.2.56","entropic",893,108,1,24,7,20,23.5,6,5,4,1
14,"libxslt_xpath","entropic",11089,1393,2,21,8,12,21,1,2,1,11
14,"mbedtls_fuzz_dtlsclient","entropic",3676,357,2,20,8,20,19.5,11,11,9,6
14,"vorbis-2017-12-11","entropic",1310,269,4,8,24,6,8,8,6,8,4
14,"woff2-2016-05-06","entropic",1214,410,1,6,7,10,8,9,10,11,5
14,"zlib_zlib_uncompress_fuzzer","entropic",471,165,1.5,10,9,3,16,4,3,2,2
15,"harfbuzz-1.3.2","entropic",7409,2337,2,11,12,22,12,4,7,9,6
15,"libjpeg-turbo-07-2017","entropic",2048,445,2,20,22,23,12.5,2,1,2,8
15,"libpcap_fuzz_both","entropic",3114,1094,2,13,22,22,11,9,8,5,2
15,"libpng-1.2.56","entropic",903,165,3,20,3,16,20.5,5,4,3,1
15,"libxslt_xpath","entropic",10886,1380,2,19,12,10,19,1,2,1,10
15,"mbedtls_fuzz_dtlsclient","entropic",3462,565,2,12,20,4,12,10,10,8,5
15,"vorbis-2017-12-11","entropic",1380,101,2,21,14,20,21,7,5,7,3
15,"woff2-2016-05-06","entropic",1246,190,1,19,11,16,19,8,9,10,4
15,"zlib_zlib_uncompress_fuzzer","entropic",471,471,1.5,1,24,24,24,11,11,11,11
16,"harfbuzz-1.3.2","entropic",7320,2570,2,8,13,10,10,5,8,10,7
16,"libjpeg-turbo-07-2017","entropic",2080,634,1,16,11,11,14.5,2,1,3,9
16,"libpcap_fuzz_both","entropic",2917,1402,1,6,23,4,5,10,9,6,3
16,"libpng-1.2.56","entropic",895,349,2,16,12,19,17,6,5,4,1
16,"libxslt_xpath","entropic",11503,766,2,24,15,11,23,1,2,1,11
16,"mbedtls_fuzz_dtlsclient","entropic",2258,664,2,5,23,3,5.5,11,11,9,6
16,"vorbis-2017-12-11","entropic",1284,167,3,11,22,7,12.5,8,6,8,4
16,"woff2-2016-05-06","entropic",1227,368,1,7,14,8,12,9,10,11,5
16,"zlib_zlib_uncompress_fuzzer","entropic",472,86,1,22,5,4,21,4,3,2,2
17,"harfbuzz-1.3.2","entropic",6283,2942,4,4,15,3,5,5,8,10,7
17,"libjpeg-turbo-07-2017","entropic",1867,998,1,4,6,12,3,2,1,3,9
17,"libpcap_fuzz_both","entropic",3424,1151,1,17,12,17,17,10,9,6,3
17,"libpng-1.2.56","entropic",922,449,1,9,19,3,11,6,5,4,1
17,"libxslt_xpath","entropic",10973,1415,2,20,20,13,20,1,2,1,11
17,"mbedtls_fuzz_dtlsclient","entropic",3691,517,1.5,16,7,6,17,11,11,9,6
17,"vorbis-2017-12-11","entropic",1308,283,2,7,23,1,7,8,6,8,4
17,"woff2-2016-05-06","entropic",1210,274,2,14,10,18,15,9,10,11,5
17,"zlib_zlib_uncompress_fuzzer","entropic",471,347,1,2,15,1,1,4,3,2,2
18,"harfbuzz-1.3.2","entropic",7829,1388,2,24,6,14,23,5,8,10,7
18,"libjpeg-turbo-07-2017","entropic",2065,563,1,17,9,7,19,2,1,3,9
18,"libpcap_fuzz_both","entropic",2559,1238,3,3,11,15,3,10,9,6,3
18,"libpng-1.2.56","entropic",891,246,2,18,11,22,18,6,5,4,1
18,"libxslt_xpath","entropic",10745,1396,2,16,10,21,18,1,2,1,11
18,"mbedtls_fuzz_dtlsclient","entropic",3628,520,2,15,10,7,16,11,11,9,6
18,"vorbis-2017-12-11","entropic",1302,618,1,2,1,4,1,8,6,8,4
18,"woff2-2016-05-06","entropic",1243,186,1,20,9,11,17,9,10,11,5
18,"zlib_zlib_uncompress_fuzzer","entropic",473,181,1.5,7,16,9,9,4,3,2,2
19,"harfbuzz-1.3.2","entropic",7380,1971,2,16,7,11,16,5,8,10,7
19,"libjpeg-turbo-07-2017","entropic",970,686,1,2,1,1,2,2,1,3,9
19,"libpcap_fuzz_both","entropic",2795,1057,2,10,9,23,7,10,9,6,3
19,"libpng-1.2.56","entropic",904,509,2,5,6,7,8,6,5,4,1
19,"libxslt_xpath","entropic",9642,2603,2,4,2,18,6,1,2,1,11
19,"mbedtls_fuzz_dtlsclient","entropic",3435,783,2,9,18,14,10,11,11,9,6
19,"vorbis-2017-12-11","entropic",1266,303,4,5,4,14,4,8,6,8,4
19,"woff2-2016-05-06","entropic",1034,1007,1,1,6,1,1.5,9,10,11,5
19,"zlib_zlib_uncompress_fuzzer","entropic",472,89,1.5,21,1,19,14,4,3,2,2
20,"harfbuzz-1.3.2","entropic",7361,2046,2,15,10,19,9,5,8,10,7
20,"libjpeg-turbo-07-2017","entropic",2069,713,2,13,15,8,12.5,2,1,3,9
20,"libpcap_fuzz_both","entropic",3108,1485,1,8,21,6,13,10,9,6,3
20,"libpng-1.2.56","entropic",937,425,1,14,17,5,13.5,6,5,4,1
20,"libxslt_xpath","entropic",10248,2644,2,7,23,6,8,1,2,1,11
20,"mbedtls_fuzz_dtlsclient","entropic",2032,455,3,4,21,16,5.5,11,11,9,6
20,"vorbis-2017-12-11","entropic",1291,246,3,9,15,5,10,8,6,8,4
20,"woff2-2016-05-06","entropic",1235,287,1,16,18,22,13,9,10,11,5
20,"zlib_zlib_uncompress_fuzzer","entropic",472,191,1,5,3,11,6,4,3,2,2
21,"harfbuzz-1.3.2","entropic",7269,2416,2,9,16,6,8,5,8,10,7
21,"libjpeg-turbo-07-2017","entropic",2026,386,2,22,21,22,16,2,1,3,9
21,"libpcap_fuzz_both","entropic",2954,1377,2,7,14,24,4,10,9,6,3
21,"libpng-1.2.56","entropic",906,332,3,17,1,14,16,6,5,4,1
21,"libxslt_xpath","entropic",8948,1903,3,5,3,4,4.5,1,2,1,11
21,"mbedtls_fuzz_dtlsclient","entropic",3818,379,2,22,9,17,18,11,11,9,6
21,"vorbis-2017-12-11","entropic",1363,279,2,10,3,23,9,8,6,8,4
21,"woff2-2016-05-06","entropic",1204,333,1,9,21,23,5.5,9,10,11,5
21,"zlib_zlib_uncompress_fuzzer","entropic",463,174,2.5,6,23,22,3,4,3,2,2
22,"harfbuzz-1.3.2","entropic",7475,2543,2,10,8,15,13,5,8,10,7
22,"libjpeg-turbo-07-2017","entropic",1851,595,3,11,14,14,8.5,2,1,3,9
22,"libpcap_fuzz_both","entropic",2188,1050,2,1,5,2,1,10,9,6,3
22,"libpng-1.2.56","entropic",922,418,2,13,15,12,13.5,6,5,4,1
22,"libxslt_xpath","entropic",9261,1637,2,8,5,3,7,1,2,1,11
22,"mbedtls_fuzz_dtlsclient","entropic",3726,544,1,17,13,13,15,11,11,9,6
22,"vorbis-2017-12-11","entropic",1359,102,3,20,21,13,20,8,6,8,4
22,"woff2-2016-05-06","entropic",1047,887,1,2,3,2,1.5,9,10,11,5
22,"zlib_zlib_uncompress_fuzzer","entropic",472,97,1,20,7,10,20,4,3,2,2
23,"harfbuzz-1.3.2","entropic",7291,3119,2,5,19,24,4,5,8,10,7
23,"libjpeg-turbo-07-2017","entropic",1854,1566,1,3,5,3,1,2,1,3,9
23,"libpcap_fuzz_both","entropic",3144,1305,2,11,18,3,9,10,9,6,3
23,"libpng-1.2.56","entropic",932,541,1,4,13,11,6.5,6,5,4,1
23,"libxslt_xpath","entropic",11484,812,2,23,18,20,24,1,2,1,11
23,"mbedtls_fuzz_dtlsclient","entropic",2030,461,3,3,14,24,2,11,11,9,6
23,"vorbis-2017-12-11","entropic",792,199,3,1,2,10,2,8,6,8,4
23,"woff2-2016-05-06","entropic",1235,264,1,17,8,17,18,9,10,11,5
23,"zlib_zlib_uncompress_fuzzer","entropic",463,161,2,8,8,6,9,4,3,2,2
0,"freetype2-2017","afl",16030,1716,3,16,12,12,16,3,4,7,8
0,"sqlite3_ossfuzz","afl",11469,2958,3,2,5,3,4,7,7,5,10
1,"freetype2-2017","afl",16131,1482,3,18,2,20,17,3,4,7,8
1,"sqlite3_ossfuzz","afl",13610,2802,3,4,3,5,6,7,7,5,10
2,"freetype2-2017","afl",16300,1272,3,19,13,11,22,3,4,7,8
2,"sqlite3_ossfuzz","afl",16841,1421,3,15,20,17,16,7,7,5,10
3,"freetype2-2017","afl",14168,3276,2,6,7,3,4,3,4,7,8
3,"sqlite3_ossfuzz","afl",17549,1343,3,17,19,9,17,7,7,5,10
4,"freetype2-2017","afl",13870,3063,2.5,4,24,24,5,3,4,7,8
4,"sqlite3_ossfuzz","afl",13630,2407,3,6,7,10,3,7,7,5,10
5,"freetype2-2017","afl",14212,3351,3,5,10,19,6,3,4,7,8
5,"sqlite3_ossfuzz","afl",14908,2433,3,9,22,4,8.5,7,7,5,10
6,"freetype2-2017","afl",16518,1175,3,22,1,9,21,3,4,7,8
6,"sqlite3_ossfuzz","afl",15754,1885,3,11,21,7,11,7,7,5,10
7,"freetype2-2017","afl",15601,2314,3,10,21,10,10,3,4,7,8
7,"sqlite3_ossfuzz","afl",13758,2800,4,5,6,6,5,7,7,5,10
8,"freetype2-2017","afl",15884,1912,3,13,3,14,13,3,4,7,8
8,"sqlite3_ossfuzz","afl",18846,727,3,21,13,15,21,7,7,5,10
9,"freetype2-2017","afl",16461,969,3,24,8,4,24,3,4,7,8
9,"sqlite3_ossfuzz","afl",11703,2652,4,3,1,20,7,7,7,5,10
10,"freetype2-2017","afl",14952,2662,3,7,9,2,8,3,4,7,8
10,"sqlite3_ossfuzz","afl",15434,1928,3,10,9,2,10,7,7,5,10
11,"freetype2-2017","afl",12164,3508,3,2,5,1,2,3,4,7,8
11,"sqlite3_ossfuzz","afl",17818,1104,3,18,8,13,18,7,7,5,10
12,"freetype2-2017","afl",15936,1941,3,14,18,7,14,2,3,6,8
12,"sqlite3_ossfuzz","afl",19781,363,3,24,18,14,24,6,6,4,9
13,"freetype2-2017","afl",16409,1267,3,21,16,13,20,3,4,7,8
13,"sqlite3_ossfuzz","afl",18408,1090,3,20,14,19,20,7,7,5,10
14,"freetype2-2017","afl",16078,1515,3,17,4,8,18,3,4,7,8
14,"sqlite3_ossfuzz","afl",13378,2103,3,7,24,23,2,7,7,5,10
15,"freetype2-2017","afl",12677,3423,3,3,17,22,3,3,3,6,7
15,"sqlite3_ossfuzz","afl",18019,1147,3,19,11,21,19,6,6,4,9
16,"freetype2-2017","afl",15143,2168,3,9,23,18,9,3,4,7,8
16,"sqlite3_ossfuzz","afl",19046,696,3,22,12,16,22,7,7,5,10
17,"freetype2-2017","afl",15841,1642,3,15,11,23,15,3,4,7,8
17,"sqlite3_ossfuzz","afl",15981,1625,3,12,10,11,13,7,7,5,10
18,"freetype2-2017","afl",15635,2121,3,11,20,6,11,3,4,7,8
18,"sqlite3_ossfuzz","afl",8785,2969,4,1,2,1,1,7,7,5,10
19,"freetype2-2017","afl",15728,1951,3,12,22,5,12,3,4,7,8
19,"sqlite3_ossfuzz","afl",16900,1496,3,14,17,12,14,7,7,5,10
20,"freetype2-2017","afl",16437,1349,3,20,14,17,19,3,4,7,8
20,"sqlite3_ossfuzz","afl",17471,1348,3,16,23,24,15,7,7,5,10
21,"freetype2-2017","afl",16507,1119,3,23,15,15,23,3,4,7,8
21,"sqlite3_ossfuzz","afl",14222,2288,3,8,4,8,8.5,7,7,5,10
22,"freetype2-2017","afl",15032,2462,3,8,6,16,7,3,4,7,8
22,"sqlite3_ossfuzz","afl",16343,1620,3,13,15,22,12,7,7,5,10
23,"freetype2-2017","afl",11139,4076,3,1,19,21,1,3,4,7,8
23,"sqlite3_ossfuzz","afl",19630,399,3,23,16,18,23,7,7,5,10
0,"freetype2-2017","libfuzzer",15423,1108,4,16,12,12,16,3,4,7,8
0,"sqlite3_ossfuzz","libfuzzer",11368,2857,4,2,5,3,4,7,7,5,10
1,"freetype2-2017","libfuzzer",15751,1104,4,18,2,20,17,3,4,7,8
1,"sqlite3_ossfuzz","libfuzzer",12742,1884,4,4,3,5,6,7,7,5,10
2,"freetype2-2017","libfuzzer",16056,1028,4,19,13,11,22,3,4,7,8
2,"sqlite3_ossfuzz","libfuzzer",16161,763,4,14,20,17,16,7,7,5,10
3,"freetype2-2017","libfuzzer",13318,2426,4,6,7,3,4,3,4,7,8
3,"sqlite3_ossfuzz","libfuzzer",17002,788,4,17,19,9,17,7,7,5,10
4,"freetype2-2017","libfuzzer",12943,2136,4,4,24,24,5,3,4,7,8
4,"sqlite3_ossfuzz","libfuzzer",13130,1887,4,6,7,10,3,7,7,5,10
5,"freetype2-2017","libfuzzer",13241,2381,4,5,10,19,6,3,4,7,8
5,"sqlite3_ossfuzz","libfuzzer",14666,2174,4,9,22,4,8.5,7,7,5,10
6,"freetype2-2017","libfuzzer",16273,934,4,22,1,9,21,3,4,7,8
6,"sqlite3_ossfuzz","libfuzzer",14952,1076,4,11,21,7,11,7,7,5,10
7,"freetype2-2017","libfuzzer",15152,1865,4,10,21,10,10,3,4,7,8
7,"sqlite3_ossfuzz","libfuzzer",13951,3001,3,5,6,6,5,7,7,5,10
